ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ts
101,70,41,153,385,98,116,67,1560803775.822206
75,55,38,178,385,111,107,64,1560803775.8604279
71,52,39,174,351,99,104,63,1560803775.867238
57,50,39,174,351,98,78,66,1560803775.882254
87,49,40,183,320,108,92,58,1560803775.91289
88,47,41,192,393,117,99,59,1560803775.92732
84,40,38,186,420,99,94,49,1560803775.942308
93,42,37,178,443,100,92,47,1560803775.964796
100,43,39,174,461,104,83,38,1560803775.995527
71,39,38,157,454,101,59,38,1560803776.00229
70,41,36,145,426,101,43,44,1560803776.026657
67,42,38,114,366,105,41,41,1560803776.04726
55,38,39,117,363,107,39,41,1560803776.0620198
38,35,47,143,389,105,40,41,1560803776.092951
35,37,47,153,421,106,41,41,1560803776.107199
28,34,50,154,390,100,32,28,1560803776.122233
30,33,52,175,438,107,38,31,1560803776.144743
30,36,56,183,425,105,40,34,1560803776.1672368
30,34,48,173,444,109,39,32,1560803776.182171
34,33,49,164,421,100,37,31,1560803776.212893
34,32,47,165,404,95,40,29,1560803776.227191
32,31,46,144,387,92,41,28,1560803776.2495382
29,27,42,134,390,91,39,23,1560803776.264542
31,27,43,135,389,109,38,24,1560803776.287173
29,28,42,134,402,110,38,24,1560803776.309527
73,32,40,143,487,118,35,25,1560803776.324593
75,32,47,139,493,117,30,25,1560803776.347094
78,35,62,155,508,122,33,28,1560803776.364231
78,36,60,148,452,101,31,29,1560803776.384558
81,36,62,164,449,98,35,33,1560803776.407068
59,34,67,145,349,88,34,34,1560803776.437733
62,36,61,154,362,84,33,33,1560803776.444565
68,36,61,136,336,78,31,33,1560803776.467025
77,37,66,125,329,79,34,35,1560803776.489526
81,37,67,109,344,94,34,32,1560803776.506148
96,38,67,120,424,89,33,31,1560803776.5286632
98,37,74,105,373,89,33,30,1560803776.549618
98,38,72,113,370,100,38,37,1560803776.5646448
95,36,67,120,373,93,37,36,1560803776.587084
127,39,68,132,389,75,36,39,1560803776.609548
116,36,64,134,310,75,37,40,1560803776.624567
114,36,62,161,361,86,40,43,1560803776.656728
116,38,56,161,398,83,41,40,1560803776.669605
132,42,55,154,401,83,46,43,1560803776.6928089
102,39,53,142,386,104,51,42,1560803776.715111
98,41,64,132,433,108,52,44,1560803776.729645
105,39,58,104,434,101,49,43,1560803776.74618
127,42,72,102,408,93,46,45,1560803776.767192
118,41,74,117,458,100,43,41,1560803776.789706
118,46,82,165,455,87,41,41,1560803776.804869
120,48,79,171,441,88,43,47,1560803776.8272
121,58,102,172,428,86,46,49,1560803776.857748
110,61,93,175,458,94,48,44,1560803776.8646321
118,69,98,164,409,95,50,53,1560803776.887136
125,66,94,128,463,95,49,53,1560803776.909507
125,68,102,118,425,93,48,49,1560803776.9245949
133,67,88,148,470,97,51,50,1560803776.947259
135,65,85,143,489,97,48,52,1560803776.969579
127,60,82,201,559,96,49,44,1560803776.9845881
122,62,82,195,539,100,47,44,1560803777.00714
138,61,70,198,582,104,46,45,1560803777.030285
143,64,64,195,569,114,44,44,1560803777.044573
141,65,64,192,567,109,44,41,1560803777.0670981
137,65,66,137,567,111,44,44,1560803777.0907369
134,66,65,189,598,118,55,45,1560803777.10468
149,66,63,185,581,114,58,50,1560803777.127473
149,75,57,194,627,115,60,53,1560803777.15079
145,83,58,205,647,121,63,53,1560803777.1649768
141,82,54,206,617,126,63,51,1560803777.187438
140,80,51,169,580,128,54,48,1560803777.212347
171,94,62,177,582,129,53,44,1560803777.2333279
167,82,61,155,522,120,47,39,1560803777.247173
162,72,59,159,559,119,46,40,1560803777.270598
173,75,59,172,548,112,47,45,1560803777.293125
180,87,62,164,521,93,47,47,1560803777.307832
132,77,59,167,535,107,55,48,1560803777.330694
122,82,70,165,553,102,60,52,1560803777.353177
120,81,74,149,459,96,61,53,1560803777.367727
116,82,75,131,469,95,57,48,1560803777.390817
154,83,73,125,528,94,56,48,1560803777.41364
152,77,67,144,591,85,48,42,1560803777.427581
155,70,59,156,552,86,43,37,1560803777.4507859
157,70,52,156,535,87,42,34,1560803777.473207
171,72,46,155,539,83,41,38,1560803777.48769
138,56,47,165,591,84,41,36,1560803777.510742
126,54,53,141,523,84,44,37,1560803777.533116
125,64,62,136,512,88,50,42,1560803777.5476131
137,63,64,137,528,85,49,42,1560803777.570777
133,63,71,142,492,82,51,45,1560803777.593335
125,62,72,126,360,93,52,46,1560803777.607569
126,65,70,131,334,101,56,51,1560803777.630744
150,69,66,113,371,99,51,49,1560803777.6532161
180,71,69,112,393,103,53,53,1560803777.667684
165,63,63,108,416,105,52,49,1560803777.698219
166,67,72,136,410,97,52,47,1560803777.713356
176,64,75,146,467,88,47,45,1560803777.727601
154,49,75,150,509,88,48,44,1560803777.75151
126,52,73,146,487,86,47,40,1560803777.773335
140,61,83,146,497,86,47,42,1560803777.803437
138,60,75,125,507,85,45,42,1560803777.810879
145,61,70,139,542,95,46,41,1560803777.833227
145,63,68,138,547,89,47,39,1560803777.8475552
134,61,71,151,541,89,45,35,1560803777.870722
131,53,60,156,552,91,46,33,1560803777.900726
129,49,58,154,575,100,49,33,1560803777.907682
150,51,55,129,488,88,46,39,1560803777.930617
150,51,54,121,462,87,42,39,1560803777.953371
150,49,47,103,471,82,42,39,1560803777.9675279
137,48,51,93,440,83,40,39,1560803777.9912698
146,50,55,120,471,79,41,39,1560803778.013345
109,46,57,121,513,82,41,30,1560803778.027618
108,45,61,122,542,91,41,31,1560803778.050786
117,48,60,127,543,94,40,32,1560803778.073826
125,48,61,142,593,97,43,33,1560803778.087558
114,51,68,136,565,92,43,35,1560803778.120203
130,52,68,137,517,84,41,35,1560803778.133182
159,59,68,137,491,82,42,36,1560803778.147743
150,53,68,134,524,79,42,34,1560803778.178391
144,53,63,119,460,78,37,31,1560803778.193257
146,50,52,106,493,85,37,30,1560803778.207608
161,47,49,93,539,85,35,33,1560803778.230937
134,38,41,106,567,77,37,32,1560803778.253442
126,38,40,109,527,83,40,32,1560803778.275932
133,40,46,113,557,79,41,32,1560803778.2908301
132,41,49,113,550,74,38,31,1560803778.313455
98,43,49,119,506,80,40,29,1560803778.336982
99,42,60,120,472,89,40,29,1560803778.350811
100,42,62,118,506,88,36,28,1560803778.373259
91,45,64,151,506,112,41,30,1560803778.395813
100,51,63,151,447,110,43,33,1560803778.410809
99,53,67,171,510,125,47,34,1560803778.433356
96,52,59,174,473,126,50,37,1560803778.4563382
101,58,69,181,482,127,51,38,1560803778.478848
107,57,67,156,430,105,49,40,1560803778.493467
101,56,65,155,451,104,48,39,1560803778.516008
92,53,61,137,451,80,42,35,1560803778.530891
94,60,64,126,493,84,39,35,1560803778.553323
92,55,52,115,478,81,41,34,1560803778.575944
131,55,47,100,481,78,36,32,1560803778.590834
133,49,48,104,496,87,39,32,1560803778.613312
132,51,49,110,430,101,43,32,1560803778.63588
127,47,53,109,431,92,44,29,1560803778.6507368
123,46,52,114,416,92,42,30,1560803778.680926
89,66,50,116,410,99,44,35,1560803778.695978
94,70,54,111,371,95,41,35,1560803778.710844
100,70,61,107,386,88,38,36,1560803778.733301
107,70,53,103,321,87,35,39,1560803778.756285
114,75,52,91,304,82,32,38,1560803778.77025
110,55,53,90,352,79,30,32,1560803778.7940528
101,49,55,86,334,76,30,32,1560803778.815857
105,53,51,73,337,75,29,33,1560803778.830211
110,49,56,72,317,74,26,30,1560803778.853497
127,43,57,74,329,76,28,30,1560803778.875891
118,44,60,72,298,74,28,29,1560803778.890158
128,44,55,70,310,70,26,29,1560803778.920932
121,37,48,66,271,55,27,28,1560803778.93579
118,39,41,64,322,53,29,30,1560803778.950097
100,38,43,77,298,50,27,30,1560803778.973341
114,37,44,99,274,52,29,33,1560803778.99556
101,42,47,97,279,47,28,33,1560803779.010228
104,45,48,104,351,50,28,33,1560803779.033798
100,43,49,109,310,52,24,32,1560803779.055834
103,44,51,104,307,58,27,32,1560803779.070174
98,41,47,84,300,51,28,34,1560803779.093972
129,41,47,93,294,59,31,51,1560803779.115845
130,48,59,89,227,58,30,57,1560803779.130311
144,47,58,83,270,57,30,59,1560803779.1533651
155,52,63,82,358,63,33,62,1560803779.1834302
151,53,65,81,365,67,32,62,1560803779.190339
134,49,65,77,355,60,31,51,1560803779.2209802
149,39,56,74,349,59,31,56,1560803779.2359712
143,48,63,80,309,56,37,60,1560803779.258393
158,47,61,87,212,45,37,72,1560803779.273453
171,48,64,119,202,45,40,90,1560803779.295953
171,51,62,121,248,57,41,94,1560803779.3184779
173,54,64,123,244,57,45,102,1560803779.333477
208,48,60,122,256,59,43,104,1560803779.355307
195,45,57,123,246,60,39,114,1560803779.396069
192,47,53,96,258,59,41,117,1560803779.400196
204,48,59,104,235,50,41,174,1560803779.4154232
224,49,60,106,239,48,41,186,1560803779.4541821
198,50,59,105,243,51,45,201,1560803779.455919
192,45,56,104,255,49,47,200,1560803779.475275
204,48,60,109,256,47,44,208,1560803779.499814
198,47,62,105,262,50,46,170,1560803779.521735
160,45,63,105,258,54,46,151,1560803779.535388
187,43,62,104,255,48,44,140,1560803779.557781
188,54,77,93,240,50,44,137,1560803779.5743349
182,49,74,96,231,48,43,128,1560803779.5952141
192,51,69,102,221,44,44,133,1560803779.6268961
212,48,64,106,255,48,44,158,1560803779.6343381
182,47,68,112,258,48,38,149,1560803779.655377
198,49,53,117,277,46,38,147,1560803779.677874
196,52,77,114,299,50,36,135,1560803779.694271
212,54,84,118,353,54,33,162,1560803779.722766
193,57,85,115,339,48,31,137,1560803779.737771
219,62,88,111,329,50,33,152,1560803779.754332
226,55,87,107,351,52,35,152,1560803779.775218
238,50,75,111,347,52,40,167,1560803779.797704
219,48,66,98,322,51,39,174,1560803779.81445
231,51,65,98,308,51,39,178,1560803779.835341
230,59,54,94,301,48,40,164,1560803779.857655
223,57,63,98,345,51,36,182,1560803779.874349
201,59,56,87,322,47,35,169,1560803779.896808
241,57,59,89,289,45,35,134,1560803779.917699
237,54,61,86,309,49,36,142,1560803779.934338
230,40,73,96,320,50,33,149,1560803779.962773
220,36,66,113,301,58,36,124,1560803779.977752
244,35,65,112,303,58,33,162,1560803779.994992
201,38,65,113,305,58,33,158,1560803780.022768
220,46,63,110,287,55,31,149,1560803780.037842
213,47,58,103,326,56,38,183,1560803780.054359
210,49,60,94,275,45,36,190,1560803780.082841
196,50,57,99,285,48,35,163,1560803780.099324
206,51,54,98,288,49,34,163,1560803780.114276
193,45,55,104,282,49,42,175,1560803780.13541
208,45,49,117,254,56,50,191,1560803780.1594589
226,49,51,122,239,63,55,255,1560803780.1883
282,65,63,124,236,62,60,279,1560803780.196857
271,67,69,119,232,63,62,278,1560803780.233405
276,65,70,116,251,63,56,274,1560803780.240025
276,66,72,111,254,56,46,244,1560803780.254694
267,64,70,109,275,46,40,172,1560803780.2772288
195,50,68,104,270,43,32,126,1560803780.301882
222,47,61,111,273,40,28,137,1560803780.315284
203,46,66,118,289,39,31,161,1560803780.3451982
179,57,87,118,272,37,34,171,1560803780.361929
188,59,85,114,262,37,38,169,1560803780.375329
203,59,84,127,315,38,38,173,1560803780.397772
168,61,90,131,331,37,39,162,1560803780.428442
163,62,88,128,310,37,38,128,1560803780.435335
157,58,66,126,325,41,33,99,1560803780.4577699
159,57,70,122,314,40,28,99,1560803780.480199
148,53,72,121,285,39,29,95,1560803780.510988
154,53,68,115,254,40,30,96,1560803780.5334609
174,53,67,111,284,46,30,122,1560803780.5484881
182,59,70,113,268,48,34,127,1560803780.555356
168,57,74,109,306,54,35,135,1560803780.579467
177,57,71,107,295,54,34,144,1560803780.60016
189,55,77,130,326,52,33,144,1560803780.61538
175,56,82,132,309,50,31,121,1560803780.6377869
182,40,80,136,315,48,29,127,1560803780.6602778
199,39,77,135,313,45,30,132,1560803780.682819
179,39,76,127,322,47,29,115,1560803780.699401
166,38,70,118,320,45,27,113,1560803780.736639
184,36,67,118,327,45,30,136,1560803780.73839
210,38,70,109,362,47,35,181,1560803780.773797
229,42,62,117,324,44,35,188,1560803780.7802289
247,47,67,122,347,46,37,193,1560803780.795291
261,48,69,101,317,48,40,195,1560803780.817826
264,46,65,114,303,45,38,193,1560803780.841725
235,47,68,124,256,42,34,149,1560803780.85538
196,45,70,120,308,44,33,129,1560803780.879264
215,60,72,115,268,39,38,146,1560803780.900276
202,65,70,126,300,46,39,163,1560803780.922786
196,66,73,113,342,53,40,155,1560803780.9459631
225,68,71,101,338,53,41,148,1560803780.960177
224,69,74,98,309,56,42,161,1560803780.975183
189,54,68,104,298,59,37,144,1560803781.015133
188,46,71,108,285,56,32,119,1560803781.020265
175,44,73,112,233,51,31,120,1560803781.035327
136,40,70,119,256,53,29,122,1560803781.057823
155,44,67,121,252,48,29,104,1560803781.0802839
160,39,68,112,248,46,28,105,1560803781.095342
155,42,67,105,252,42,32,112,1560803781.119615
163,48,68,126,292,46,35,130,1560803781.140043
188,50,68,134,271,44,35,132,1560803781.162811
172,48,72,147,266,43,33,132,1560803781.177874
166,50,69,158,280,45,34,124,1560803781.200274
177,49,65,161,268,44,31,120,1560803781.2307131
211,44,60,153,236,41,29,148,1560803781.239475
204,47,57,147,253,41,28,147,1560803781.260167
215,41,58,130,254,42,32,161,1560803781.299205
223,42,62,122,265,39,32,161,1560803781.300876
228,44,64,118,276,41,34,174,1560803781.3203151
204,47,64,105,260,38,32,133,1560803781.350792
243,51,64,106,242,37,38,151,1560803781.3681529
238,55,60,110,246,39,36,141,1560803781.380139
236,55,60,116,253,39,38,146,1560803781.4029539
245,58,64,106,220,37,41,138,1560803781.4176311
271,61,68,113,250,37,42,156,1560803781.440167
242,59,70,114,254,38,38,156,1560803781.462785
257,62,75,116,243,39,37,156,1560803781.4777858
251,70,75,112,246,39,35,148,1560803781.5002131
243,66,68,121,250,38,31,137,1560803781.5228631
194,64,63,124,256,54,34,112,1560803781.5393028
170,58,64,124,251,61,35,82,1560803781.569002
169,54,58,122,249,60,35,79,1560803781.591106
203,43,60,118,253,62,37,105,1560803781.605852
193,46,63,118,250,63,38,118,1560803781.6202571
218,42,69,112,244,50,39,124,1560803781.651123
265,47,69,102,238,44,41,144,1560803781.666095
264,45,68,100,346,47,41,146,1560803781.688566
240,43,62,102,320,48,43,167,1560803781.702808
258,55,71,99,344,47,42,168,1560803781.7177482
239,60,69,100,382,51,38,164,1560803781.740203
197,58,70,107,391,50,34,147,1560803781.762752
174,58,74,104,316,46,33,137,1560803781.777759
167,65,72,99,311,42,28,88,1560803781.80828
151,58,62,105,303,45,28,65,1560803781.822867
166,55,59,121,317,48,27,53,1560803781.8376212
160,68,55,135,364,58,29,46,1560803781.862099
192,73,54,145,356,58,30,47,1560803781.884613
195,73,56,149,362,59,29,43,1560803781.898266
173,68,52,148,365,59,29,40,1560803781.921975
156,67,46,144,362,56,30,38,1560803781.94314
144,56,46,170,456,78,36,40,1560803781.965926
129,53,38,166,477,84,39,36,1560803781.996026
131,52,37,171,523,92,40,36,1560803782.002765
141,73,36,167,514,93,44,40,1560803782.027909
137,73,36,168,476,97,45,39,1560803782.04029
138,75,37,124,363,72,39,38,1560803782.071177
111,72,51,143,362,69,37,37,1560803782.086112
121,73,50,177,403,94,46,38,1560803782.100261
107,56,58,179,406,94,46,37,1560803782.122761
106,61,60,177,431,93,44,37,1560803782.153311
108,56,59,185,432,99,48,40,1560803782.161973
126,57,49,169,434,104,50,41,1560803782.182889
112,57,51,135,372,81,42,48,1560803782.206073
114,54,48,134,364,80,41,48,1560803782.2202241
116,47,49,124,336,77,39,49,1560803782.242881
115,45,48,114,329,73,34,45,1560803782.266571
100,56,57,118,300,75,29,42,1560803782.280272
107,57,64,119,303,82,33,31,1560803782.302875
113,57,61,112,303,82,33,27,1560803782.326034
144,59,60,108,279,83,35,33,1560803782.340291
148,61,60,117,310,92,41,37,1560803782.362797
143,52,66,113,325,83,41,38,1560803782.3935962
137,46,59,121,307,91,44,37,1560803782.4002962
162,49,62,122,313,146,50,41,1560803782.422871
136,44,60,125,330,149,50,36,1560803782.4536211
128,45,59,113,310,154,48,36,1560803782.4603028
121,39,44,109,284,156,50,33,1560803782.4829462
139,37,49,112,263,151,58,36,1560803782.506387
108,45,51,118,283,103,55,32,1560803782.522668
117,49,50,115,289,112,59,34,1560803782.542882
147,48,59,132,256,106,65,35,1560803782.566104
158,74,60,145,288,107,75,39,1560803782.580321
140,79,54,141,282,204,76,37,1560803782.602912
141,72,55,143,257,280,80,40,1560803782.626123
133,74,59,150,245,300,92,42,1560803782.64033
115,75,58,140,242,325,97,42,1560803782.6627882
130,51,61,197,360,364,117,39,1560803782.686124
139,47,62,189,372,345,128,41,1560803782.708555
145,54,57,192,393,305,127,38,1560803782.731009
216,52,57,192,434,325,140,58,1560803782.746063
226,57,55,189,435,311,137,62,1560803782.7602642
226,55,52,128,395,277,117,63,1560803782.798411
225,56,52,139,384,284,111,66,1560803782.806093
252,64,58,131,377,272,111,77,1560803782.828574
286,65,62,143,368,247,82,65,1560803782.851536
287,73,60,169,387,249,87,68,1560803782.867691
280,75,69,174,323,245,102,68,1560803782.880183
284,80,72,168,320,242,92,67,1560803782.9027119
272,69,74,212,424,242,97,60,1560803782.932949
234,78,84,223,395,260,112,64,1560803782.971573
260,72,91,236,405,261,108,61,1560803782.9731698
315,78,85,247,462,277,100,69,1560803782.985265
318,79,83,258,478,258,102,75,1560803783.007895
330,87,92,254,473,297,97,77,1560803783.023094
309,89,88,243,475,366,111,73,1560803783.045836
290,89,94,242,556,409,113,71,1560803783.075968
234,91,98,231,516,401,115,70,1560803783.083923
225,83,97,218,501,403,116,61,1560803783.1061
196,77,89,221,423,442,128,56,1560803783.1284199
176,68,87,212,422,398,121,54,1560803783.143598
274,73,75,184,280,347,117,66,1560803783.180918
309,64,75,209,281,420,145,70,1560803783.195907
349,79,80,215,278,440,140,83,1560803783.20509
351,77,85,216,397,379,134,86,1560803783.233588
350,77,81,227,383,382,139,88,1560803783.248564
283,70,79,225,380,448,160,83,1560803783.263672
252,79,84,226,467,407,143,84,1560803783.2860339
226,69,92,221,477,398,153,78,1560803783.308196
242,71,81,184,381,434,154,74,1560803783.3240669
252,75,76,169,408,443,147,81,1560803783.346566
252,74,81,173,412,382,122,76,1560803783.3684552
299,67,81,143,328,366,108,72,1560803783.383647
286,72,73,156,392,341,107,70,1560803783.405991
282,79,78,162,427,301,111,72,1560803783.428059
289,70,88,175,410,232,100,67,1560803783.451011
305,71,85,172,408,263,132,79,1560803783.4659948
262,71,78,192,422,259,141,81,1560803783.488563
297,74,79,182,363,276,142,85,1560803783.5027962
308,79,80,181,307,405,139,88,1560803783.52598
318,81,88,216,393,433,138,93,1560803783.5483599
294,85,90,225,441,415,115,85,1560803783.562629
324,95,91,205,411,547,146,81,1560803783.5930212
339,88,89,207,399,559,147,80,1560803783.60801
401,77,90,233,464,479,150,81,1560803783.623084
390,78,82,218,439,481,167,80,1560803783.646008
405,85,83,213,384,510,198,87,1560803783.668974
432,80,82,209,407,486,209,104,1560803783.6827981
392,82,90,211,461,538,217,102,1560803783.706361
304,84,98,187,393,579,217,95,1560803783.728427
334,93,97,159,357,634,217,98,1560803783.742743
316,86,97,165,372,625,210,92,1560803783.7733462
242,79,97,189,388,618,184,70,1560803783.791719
264,86,92,185,332,602,171,75,1560803783.802825
278,86,80,172,342,624,184,79,1560803783.833508
263,72,85,166,356,672,239,73,1560803783.848598
272,77,83,169,342,676,227,74,1560803783.862935
255,81,81,167,340,606,220,71,1560803783.893897
242,73,81,201,372,629,237,71,1560803783.910173
280,78,92,217,382,641,242,84,1560803783.922876
273,86,88,238,386,514,171,84,1560803783.94607
267,83,94,228,396,510,160,82,1560803783.968526
309,85,91,214,356,685,219,92,1560803784.005806
324,101,97,183,338,674,254,109,1560803784.015251
284,98,95,165,370,640,247,103,1560803784.0294359
264,91,90,161,390,659,257,105,1560803784.050983
344,100,94,152,392,683,327,127,1560803784.065949
382,98,105,156,393,575,309,127,1560803784.0886538
380,88,109,189,384,518,270,110,1560803784.1185188
391,84,108,202,437,488,274,109,1560803784.12642
425,95,105,181,389,503,272,107,1560803784.148519
428,88,96,245,397,550,198,94,1560803784.1715438
412,88,85,238,407,497,188,96,1560803784.1864538
400,81,68,220,435,568,194,93,1560803784.208216
416,100,55,219,352,560,181,88,1560803784.231657
389,94,66,233,385,575,184,86,1560803784.246064
340,95,76,186,395,562,233,103,1560803784.2685132
286,91,76,198,390,591,225,101,1560803784.290946
289,94,78,196,340,569,223,104,1560803784.306157
285,84,85,200,390,635,254,108,1560803784.328615
276,78,91,220,371,615,270,108,1560803784.358747
261,69,83,201,353,551,219,80,1560803784.373636
281,76,85,189,330,547,206,71,1560803784.38853
274,73,93,182,374,590,228,72,1560803784.4120948
255,66,94,173,315,551,192,71,1560803784.426855
247,68,85,141,347,544,166,73,1560803784.448443
239,83,103,173,352,555,169,77,1560803784.479584
212,94,110,177,354,601,199,76,1560803784.493178
242,93,110,180,328,553,190,78,1560803784.509265
215,90,105,177,320,519,192,80,1560803784.5319948
242,95,108,178,269,510,205,82,1560803784.554464
325,87,98,160,269,617,239,82,1560803784.569342
340,85,97,167,329,567,222,85,1560803784.592103
312,88,98,172,314,539,201,79,1560803784.6068392
329,93,102,179,351,581,203,72,1560803784.629968
315,89,94,160,354,647,210,66,1560803784.652092
249,88,87,163,356,602,199,59,1560803784.666932
225,75,114,185,352,568,198,53,1560803784.689334
257,77,115,186,358,585,206,55,1560803784.710278
333,86,112,190,340,550,202,62,1560803784.727108
352,86,120,209,407,565,211,69,1560803784.749555
342,85,139,212,415,522,190,69,1560803784.770452
383,87,121,181,401,554,193,84,1560803784.786891
399,88,117,176,434,561,200,91,1560803784.810302
332,79,120,199,419,661,251,88,1560803784.83049
316,79,122,188,422,586,249,84,1560803784.847193
303,74,100,219,396,561,251,88,1560803784.8695009
285,73,91,230,402,521,256,76,1560803784.890419
284,70,89,226,368,521,271,92,1560803784.912868
303,62,91,202,376,443,249,93,1560803784.929507
292,66,82,205,340,445,234,92,1560803784.950397
327,73,88,208,341,500,232,92,1560803784.972827
325,81,92,206,296,525,248,90,1560803784.987825
289,83,89,210,313,518,229,65,1560803785.010282
268,84,86,222,316,477,206,62,1560803785.03285
330,86,101,222,260,473,197,81,1560803785.063555
337,82,95,181,271,454,190,77,1560803785.07024
371,73,90,203,403,422,149,85,1560803785.092815
399,63,105,213,416,385,141,91,1560803785.123643
418,77,116,192,398,372,167,108,1560803785.1378
461,92,110,186,415,357,173,111,1560803785.169267
445,94,115,192,437,339,177,117,1560803785.171139
404,96,115,200,338,414,180,114,1560803785.190248
372,100,110,184,289,488,235,122,1560803785.212871
391,106,96,180,294,549,261,113,1560803785.227936
361,96,93,200,319,560,264,106,1560803785.2518811
357,106,97,235,314,563,270,108,1560803785.275068
405,107,104,206,295,538,276,116,1560803785.287831
410,112,102,218,304,530,239,104,1560803785.310351
375,96,107,225,318,487,188,96,1560803785.341024
299,88,114,213,280,501,178,86,1560803785.347637
294,80,112,179,230,464,165,78,1560803785.369548
279,77,104,173,255,468,169,70,1560803785.393586
358,90,110,179,319,479,211,110,1560803785.407082
371,94,115,182,315,482,217,118,1560803785.431133
404,94,105,173,332,455,215,120,1560803785.453623
396,94,100,162,324,459,212,120,1560803785.468679
366,98,103,178,332,475,213,120,1560803785.490211
283,77,98,168,296,412,155,85,1560803785.512675
311,80,86,157,279,365,138,79,1560803785.527693
293,80,82,171,262,371,149,74,1560803785.550262
317,75,82,170,299,431,164,68,1560803785.572621
302,67,82,166,291,367,152,56,1560803785.588025
309,69,74,163,263,351,146,50,1560803785.625739
257,60,74,168,302,361,157,40,1560803785.6344788
224,60,75,148,300,353,149,39,1560803785.647734
196,62,71,143,283,255,129,39,1560803785.670356
182,67,61,123,257,266,114,42,1560803785.692734
256,68,57,103,252,245,106,53,1560803785.707931
272,66,51,119,211,246,97,56,1560803785.730393
322,65,54,146,207,212,143,66,1560803785.752904
349,68,54,144,186,200,161,70,1560803785.775326
357,58,52,147,182,170,178,69,1560803785.7904
302,52,50,147,187,157,182,60,1560803785.812813
289,52,49,131,183,108,177,61,1560803785.852252
241,50,51,103,171,87,135,49,1560803785.854133
183,50,51,98,201,69,119,40,1560803785.872611
162,48,51,100,223,57,93,39,1560803785.894915
140,49,54,110,239,75,121,40,1560803785.909588
107,49,54,116,245,67,121,32,1560803785.940242
68,55,56,114,249,78,116,40,1560803785.9548721
90,61,59,113,395,87,118,53,1560803785.971952
100,67,63,109,407,88,122,55,1560803785.9923902
103,68,70,114,467,95,93,67,1560803786.015305
104,67,73,113,484,96,88,73,1560803786.0302029
105,65,71,112,495,90,87,67,1560803786.054391
82,53,69,118,404,87,71,60,1560803786.075488
136,46,68,122,431,95,61,79,1560803786.097696
157,62,60,124,356,73,56,69,1560803786.1209
162,67,67,144,346,80,55,64,1560803786.135406
192,70,66,143,358,84,49,70,1560803786.150422
211,72,65,147,452,85,48,69,1560803786.17292
192,76,68,144,416,86,45,59,1560803786.203342
186,63,75,134,431,93,39,61,1560803786.212013
196,60,64,107,452,89,38,71,1560803786.232879
175,56,59,112,433,82,33,70,1560803786.255343
157,53,59,106,340,118,37,87,1560803786.270252
161,57,57,106,364,129,41,85,1560803786.29286
165,62,52,105,390,131,42,111,1560803786.315316
154,68,59,97,354,132,42,118,1560803786.330453
148,69,64,88,364,135,44,126,1560803786.352765
172,72,65,82,359,116,40,121,1560803786.37538
204,68,64,79,340,97,36,128,1560803786.39775
192,64,62,74,342,98,34,107,1560803786.41277
202,60,51,81,379,95,31,112,1560803786.435312
206,61,43,85,396,105,31,108,1560803786.450391
185,59,49,93,404,101,30,106,1560803786.472839
170,57,46,96,434,109,28,117,1560803786.495203
224,69,44,96,427,102,30,150,1560803786.512043
221,68,44,92,429,105,33,142,1560803786.532734
226,66,44,85,468,110,38,138,1560803786.5635211
250,64,38,73,441,101,42,154,1560803786.5703368
226,66,42,80,505,105,43,139,1560803786.592781
185,58,45,79,487,108,44,108,1560803786.615505
220,66,52,82,503,108,44,108,1560803786.630404
240,79,58,88,503,89,40,127,1560803786.652771
222,79,55,88,514,87,38,133,1560803786.675339
229,78,55,78,547,81,36,147,1560803786.697767
232,84,52,86,555,83,39,156,1560803786.71446
196,80,46,85,525,81,38,156,1560803786.735393
193,72,42,82,507,82,36,142,1560803786.750211
214,88,47,87,515,87,40,141,1560803786.78051
203,87,45,88,396,83,43,128,1560803786.802884
199,79,45,77,440,87,39,114,1560803786.817479
221,77,44,76,456,96,41,145,1560803786.841
197,72,41,79,466,99,42,148,1560803786.855362
169,51,44,76,456,96,35,136,1560803786.877932
174,56,43,80,476,102,38,144,1560803786.901515
183,67,47,85,459,97,35,145,1560803786.916923
173,70,52,106,531,113,39,142,1560803786.946085
185,79,53,106,498,114,40,189,1560803786.952688
183,81,50,104,490,115,42,188,1560803786.975477
190,81,50,100,482,116,40,184,1560803787.013231
203,74,45,98,449,114,41,184,1560803787.022637
185,74,40,73,382,102,36,169,1560803787.0440311
167,68,44,66,399,96,33,128,1560803787.058523
196,75,41,64,414,97,34,128,1560803787.072952
216,79,41,72,411,93,34,139,1560803787.0953882
185,76,47,70,420,96,32,139,1560803787.126077
186,74,51,74,413,93,33,128,1560803787.132745
213,75,46,76,449,97,34,128,1560803787.1635551
253,84,52,76,443,97,32,114,1560803787.178618
232,88,58,71,455,98,33,97,1560803787.192825
236,90,54,70,482,113,38,96,1560803787.215316
243,91,53,77,462,110,36,105,1560803787.239238
238,91,53,87,438,106,39,112,1560803787.252744
204,91,50,94,425,107,43,127,1560803787.283494
214,91,46,94,448,100,45,128,1560803787.305909
213,92,50,95,463,86,44,132,1560803787.312665
216,94,47,93,468,79,45,138,1560803787.335434
238,95,46,87,446,83,42,118,1560803787.358562
251,104,43,84,486,77,37,124,1560803787.372899
